song_id,song_title,mood_tag,playlist_tag,lyrics_snippet,featured,featured_order,file_url
SYAS,Save You a Seat,"Chaos, love","Love, Chaos","You dropped your pen, I gave it back. Said, “No big deal,” then overreacted. Inside I’m screaming “That was smooth…”. But outside I’m just me + you",TRUE,32,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Saved+You+a+Seat.mp3
YAAW_M,You’re already whole,love,Love,"I don’t need flowers or big displays. Just look at me that certain way. I show my care in lowercase. Like staying late, like knowing your pace.",TRUE,33,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/You%E2%80%99re+already+whole.mp3
YEAH_F,"Yeah, I Noticed (POV_ The girl who sees through the act)",love,Love,You don’t have to say you’re brave. I already saw you try. It’s not the words that made me smile—It’s the trying.,TRUE,34,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Yeah%2C+I+Noticed+(POV_+The+girl+who+sees+through+the+act)+(1).mp3
SSKY_PRNT,Same Sky (Parent Side),family,Family,"If I listened with more grace, with less reply, Would your heart stay close instead of saying goodbye?",TRUE,35,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Same+Sky+(Rap+Parent+Side).mp3
SSKY_TB,Same Sky (Rap Teen Boy Side),family,Family,"I don’t need you to fix the rain
Just stay close when I’m hiding pain",TRUE,36,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Same+Sky+(Rap+Teen+Side).mp3
SSKY_TG,Same Sky (Teen Girl Side),family,Family,"I don’t need you to fix the rain
Just stay close when I’m hiding pain",TRUE,37,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Same+Sky+(Teen+Girl+Side).mp3
SSKY_DUET,Same Sky (Duet),family,Family,"If we both reach out
We could find each other in the light",TRUE,38,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Same+Sky+Duet.mp3
SDSC,Some Days Still Count,lowkey,"Lowkey, Believe","Some days don’t shine. But I still keep time. I don’t glow, I don’t shout. But I still know what I’m about",TRUE,39,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Some+Days+Still+Count+(emo).mp3
SVAM,Mountains vs A Mattress,family,Family,"Too much rain, too many shoulds, Advice that comes in endless drifts. They only need a quiet sound, A gentle hand, a steady ground",TRUE,40,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Clear+Sky%2C+Gentle+Ground.mp3
AR_1,A Riddle (1),family,Family,"But when they fall, I lift them high, Like springs that push toward the sky. Bounce them forward, let them soar, Yet I remain—a bed with springs. ",TRUE,41,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Riddle+4.mp3
FHERE,Forever Here,Family,Family,"You say, ‘Leave me alone,’ 
but I hear ‘Please don’t go’",TRUE,42,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/Forever+Here.mp3
IFYLM,If You Let Me,Family,Family,"I held your hand, but missed your heart
I stayed close, but felt apart
If I could go back, I’d learn to stay
Not just with love—but in your way",TRUE,43,https://myworld-soundtrack.s3.us-east-2.amazonaws.com/if-you'll-let-me.mp3
