user_uuid,question_code,question_text,question_number,category_id,category_name,option_id,option_select,option_code,option_text,block_number,weight,created_at
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_2,What makes someone a real friend?,,2,Friends,,C,2_2_C,"C. We’re still tight, even with space.",1,0.6,2025-08-10T16:11:20.278662
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_4,What kind of friend are you?,,2,Friends,,C,2_4_C,C. Certified chaos. I bring the fun—even on bad days.,1,1.18,2025-08-29T16:11:20.278673
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_4,What kind of friend are you?,,2,Friends,,OTHER,2_4_OTHER,Or maybe I’m a different kind of friend:,1,1.15,2025-08-29T16:11:20.278673
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_4,What kind of friend are you?,,2,Friends,,A,2_4_A,A. I’m the listener—always there when someone needs to talk.,1,1.07,2025-08-29T16:11:20.278673
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_4,What kind of friend are you?,,2,Friends,,B,2_4_B,"B. Ride or die. If you’re my person, I’m not leaving.",1,1.12,2025-08-29T16:11:20.278673
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_3,What does loyalty mean to you in a friendship?,,2,Friends,,B,2_3_B,"B. Telling me the truth, even if I won’t love it.",2,0.74,2025-08-21T16:11:20.278691
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_3,What does loyalty mean to you in a friendship?,,2,Friends,,A,2_3_A,A. You see my mess—and stay.,2,1.01,2025-08-21T16:11:20.278691
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_3,What does loyalty mean to you in a friendship?,,2,Friends,,OTHER,2_3_OTHER,And other:,2,0.98,2025-08-21T16:11:20.278691
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_3,What does loyalty mean to you in a friendship?,,2,Friends,,C,2_3_C,C. Got my back—even when I’m not in the room.,2,1.17,2025-08-21T16:11:20.278691
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,A,2_5_A,A. I kind of pulled back. It stung.,2,0.98,2025-08-18T16:11:20.278710
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,D,2_5_D,"D. I used it as fuel. If they did it, I can too.",2,0.98,2025-08-18T16:11:20.278710
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,OTHER,2_5_OTHER,Something else I felt or did:,2,1.28,2025-08-18T16:11:20.278710
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,B,2_5_B,B. I congratulate them and also tell myself to work harder.,2,0.71,2025-08-18T16:11:20.278710
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_5,How do you act when a friend gets something you really wanted?,,2,Friends,,C,2_5_C,C. I joked it off. Didn’t mean it didn’t hurt.,2,1.42,2025-08-18T16:11:20.278710
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,B,2_6_B,B. They’re nice. But we’re not clicking anymore.,2,1.36,2025-08-21T16:11:20.278734
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,C,2_6_C,C. I stay small on purpose—don’t wanna seem needy.,2,0.64,2025-08-21T16:11:20.278734
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,D,2_6_D,D. They like me when I’m helpful or funny. Not just me.,2,1.1,2025-08-21T16:11:20.278734
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,A,2_6_A,A. I don’t think they really see me—I’m kind of just… there.,2,0.83,2025-08-21T16:11:20.278734
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_6,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,,2,Friends,,OTHER,2_6_OTHER,Something else I’ve felt:,2,1.21,2025-08-21T16:11:20.278734
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_7,"If your friend made you feel invisible in a group, what would you do?",,2,Friends,,C,2_7_C,C. I’d try to be more fun next time so they notice me.,2,1.27,2025-08-01T16:11:20.278755
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_7,"If your friend made you feel invisible in a group, what would you do?",,2,Friends,,A,2_7_A,A. I’d leave early or go quiet. No point if I’m invisible.,2,0.64,2025-08-01T16:11:20.278755
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_7,"If your friend made you feel invisible in a group, what would you do?",,2,Friends,,B,2_7_B,B. I’d message them after—just say I felt kinda left out.,2,1.48,2025-08-01T16:11:20.278755
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_9,What do you do when a friend breaks your trust?,,2,Friends,,D,2_9_D,D. That’s it. One shot and they blew it.,2,0.6,2025-08-05T16:11:20.278770
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_9,What do you do when a friend breaks your trust?,,2,Friends,,C,2_9_C,"C. I joke it off, but yeah—it stings.",2,0.73,2025-08-05T16:11:20.278770
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_9,What do you do when a friend breaks your trust?,,2,Friends,,OTHER,2_9_OTHER,Other,2,1.01,2025-08-05T16:11:20.278770
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_9,What do you do when a friend breaks your trust?,,2,Friends,,B,2_9_B,"B. I talk to them. If they own it, we can rebuild.",2,1.38,2025-08-05T16:11:20.278770
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_9,What do you do when a friend breaks your trust?,,2,Friends,,A,2_9_A,A. I shut down. It’s hard for me to trust again after that.,2,0.54,2025-08-05T16:11:20.278770
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_10,Do you believe in second chances with friends?,,2,Friends,,OTHER,2_10_OTHER,Other,2,0.68,2025-08-24T16:11:20.278793
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,B,2_11_B,"B. Kinda exposed, like everyone saw I didn’t make the list.",3,1.44,2025-08-18T16:11:20.278803
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,A,2_11_A,A. Oof. Thought I mattered more than that.,3,1.41,2025-08-18T16:11:20.278803
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,OTHER,2_11_OTHER,Also this:,3,0.91,2025-08-18T16:11:20.278803
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_11,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,,2,Friends,,C,2_11_C,"C. Actually mad, but I play it cool.",3,0.73,2025-08-18T16:11:20.278803
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_12,"When you feel left out, what helps the most?",,2,Friends,,B,2_12_B,B. Switching vibes—doing something I actually like.,3,1.21,2025-08-04T16:11:20.278828
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_12,"When you feel left out, what helps the most?",,2,Friends,,OTHER,2_12_OTHER,Something else that works for me:,3,1.17,2025-08-04T16:11:20.278828
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_12,"When you feel left out, what helps the most?",,2,Friends,,A,2_12_A,"A. One person seeing me and saying, “You in?”",3,0.87,2025-08-04T16:11:20.278828
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_12,"When you feel left out, what helps the most?",,2,Friends,,C,2_12_C,C. Reminding myself: I’m not the problem. They just missed it.,3,1.38,2025-08-04T16:11:20.278828
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_12,"When you feel left out, what helps the most?",,2,Friends,,D,2_12_D,D. Visualizing mega-zits. Instant mood boost.,3,1.18,2025-08-04T16:11:20.278828
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_13,"If your friend left you out, what did you do?",,2,Friends,,OTHER,2_13_OTHER,Something else I did instead:,3,1.32,2025-08-11T16:11:20.278850
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_13,"If your friend left you out, what did you do?",,2,Friends,,B,2_13_B,"B. I was down for a sec, then did something that made me go, “Yeah, still me.”",3,1.38,2025-08-11T16:11:20.278850
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_13,"If your friend left you out, what did you do?",,2,Friends,,D,2_13_D,D. Made a mental list of haters. Then deleted it like a boss.,3,1.37,2025-08-11T16:11:20.278850
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_14,Why do you think you were left out?,,2,Friends,,OTHER,2_14_OTHER,Or maybe something else hit different:,3,1.15,2025-08-26T16:11:20.278867
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_14,Why do you think you were left out?,,2,Friends,,B,2_14_B,B. Maybe I’ve been MIA too... I’ll check myself.,3,0.82,2025-08-26T16:11:20.278867
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_14,Why do you think you were left out?,,2,Friends,,D,2_14_D,D. Jealous of my legendary brows. Obviously.,3,0.67,2025-08-26T16:11:20.278867
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_14,Why do you think you were left out?,,2,Friends,,C,2_14_C,C. No clue. That’s what stings.,3,0.72,2025-08-26T16:11:20.278867
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_15,What do you want to happen next time?,,2,Friends,,A,2_15_A,"A. If it’s real, include me. If not, I’m good.",3,1.46,2025-08-20T16:11:20.278889
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_15,What do you want to happen next time?,,2,Friends,,OTHER,2_15_OTHER,Something else I’m hoping for:,3,1.05,2025-08-20T16:11:20.278889
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_16,"Left out? Okay. Now watch me choose my character arc.  When you’re left out, what kind of person do you want to be anyway?",,2,Friends,,D,2_16_D,D. I get rich and buy the playground. With snacks.,3,0.81,2025-08-24T16:11:20.278904
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_16,"Left out? Okay. Now watch me choose my character arc.  When you’re left out, what kind of person do you want to be anyway?",,2,Friends,,A,2_16_A,A. I want to stay kind—even when it stings.,3,1.33,2025-08-24T16:11:20.278904
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_16,"Left out? Okay. Now watch me choose my character arc.  When you’re left out, what kind of person do you want to be anyway?",,2,Friends,,OTHER,2_16_OTHER,Also this:,3,0.79,2025-08-24T16:11:20.278904
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_23,When a friend chose someone else over you,,2,Friends,,OTHER,2_23_OTHER,Other,4,1.19,2025-08-05T16:11:20.278922
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_23,When a friend chose someone else over you,,2,Friends,,C,2_23_C,C. I starred in a one-person group chat called “Thriving.”,4,1.21,2025-08-05T16:11:20.278922
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,2_24,**“Being seen” isn’t about attention. It’s about recognition.** Which kind do you want more of this year?  What’s one way a friend could make you feel seen this year?,,2,Friends,,C,2_24_C,C. Including me without making a big deal about it.,4,0.98,2025-08-12T16:11:20.278935
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,3_2,Where do you spend most of your online time? (Pick 2),,3,Online_Life,,E,3_2_E,E. Chatting with AI,1,0.87,2025-08-04T16:11:20.278946
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,3_2,Where do you spend most of your online time? (Pick 2),,3,Online_Life,,D,3_2_D,"D. Social platforms (TikTok, Instagram, etc.)",1,0.83,2025-08-04T16:11:20.278946
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,3_4,What do you like most about being online?,,3,Online_Life,,OTHER,3_4_OTHER,Other,1,1.49,2025-08-15T16:11:20.278962
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,3_4,What do you like most about being online?,,3,Online_Life,,A,3_4_A,A. Staying connected with friends,1,0.94,2025-08-15T16:11:20.278962
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,3_4,What do you like most about being online?,,3,Online_Life,,D,3_4_D,D. Escaping stress or boredom,1,0.76,2025-08-15T16:11:20.278962
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,3_5,"Why do you not use certain apps or platforms (like Instagram, TikTok, Snapchat)?",,3,Online_Life,,A,3_5_A,I’m too busy / no time,1,0.85,2025-08-05T16:11:20.278983
1077ab3c-d427-40d4-a8d6-cb2341ee7d8d,3_5,"Why do you not use certain apps or platforms (like Instagram, TikTok, Snapchat)?",,3,Online_Life,,OTHER,3_5_OTHER,Other,1,0.57,2025-08-05T16:11:20.278983
